"No.","Time","Source","Destination","Protocol","Length","Info"
"46428","127.189108","132.72.140.46","132.72.81.121","DNS","532","Standard query response 0x6343 A nexus.officeapps.live.com CNAME prod-w.nexus.live.com.akadns.net A 52.109.12.24 NS a11-129.akadns.net NS a28-129.akagtm.org NS a3-129.akadns.net NS a1-128.akadns.net NS a9-128.akadns.net NS a5-130.akagtm.org NS a7-131.akadns.net NS a13-130.akagtm.org NS a12-131.akagtm.org NS a18-128.akagtm.org A 193.108.88.128 A 96.7.49.129 A 95.100.168.130 A 23.61.199.131 A 184.85.248.128 A 84.53.139.129 A 184.26.160.131 A 2.22.230.130 A 95.101.36.128 A 95.100.173.129"
"46445","127.262121","132.72.81.121","132.72.140.46","DNS","80","Standard query 0xffd8 A www.rrmediagroup.com"
"46461","127.355091","132.72.81.121","132.72.140.45","DNS","80","Standard query 0xffd8 A www.rrmediagroup.com"
"46508","127.738765","132.72.140.46","132.72.81.121","DNS","169","Standard query response 0xffd8 A www.rrmediagroup.com CNAME virtual.rrmediagroup.com A 66.35.42.113 NS dns2.hostworks.com NS sebring.hostworks.com"
"46520","127.762634","132.72.81.121","132.72.140.46","DNS","84","Standard query 0x04a6 A visitkosciuskocounty.org"
"46525","127.838238","132.72.140.46","132.72.81.121","DNS","243","Standard query response 0x04a6 A visitkosciuskocounty.org A 18.218.62.27 NS ns03.domaincontrol.com NS ns04.domaincontrol.com A 97.74.101.2 A 173.201.69.2 AAAA 2603:5:2150::2 AAAA 2603:5:2250::2"
"46527","127.849308","132.72.140.45","132.72.81.121","DNS","201","Standard query response 0xffd8 A www.rrmediagroup.com CNAME virtual.rrmediagroup.com A 66.35.42.113 NS dns2.hostworks.com NS sebring.hostworks.com A 74.63.160.10 A 66.35.42.100"
"46704","129.016301","132.72.81.121","132.72.140.46","DNS","85","Standard query 0xbb9a A greensboro.craigslist.org"
"46718","129.109355","132.72.81.121","132.72.140.45","DNS","85","Standard query 0xbb9a A greensboro.craigslist.org"
"46737","129.229296","132.72.140.46","132.72.81.121","DNS","196","Standard query response 0xbb9a A greensboro.craigslist.org CNAME cities.g.craigslist.org A 208.82.237.18 NS gslb4.craigslist.org NS gslb3.craigslist.org A 208.82.238.210 A 208.82.237.210"
"46750","129.320905","132.72.140.45","132.72.81.121","DNS","196","Standard query response 0xbb9a A greensboro.craigslist.org CNAME cities.g.craigslist.org A 208.82.237.2 NS gslb4.craigslist.org NS gslb3.craigslist.org A 208.82.238.210 A 208.82.237.210"
"46848","129.861948","132.72.81.121","132.72.140.46","DNS","87","Standard query 0xbb13 A www.soundstagexperience.com"
"46872","129.958660","132.72.81.121","132.72.140.45","DNS","87","Standard query 0xbb13 A www.soundstagexperience.com"
"46931","130.252398","132.72.140.46","132.72.81.121","DNS","169","Standard query response 0xbb13 A www.soundstagexperience.com CNAME soundstagexperience.com A 70.39.235.66 NS ns1.inmotionhosting.com NS ns2.inmotionhosting.com"
"46948","130.416728","132.72.140.45","132.72.81.121","DNS","201","Standard query response 0xbb13 A www.soundstagexperience.com CNAME soundstagexperience.com A 70.39.235.66 NS ns1.inmotionhosting.com NS ns2.inmotionhosting.com A 74.124.210.242 A 70.39.150.2"
"47036","130.984596","132.72.81.121","132.72.140.46","DNS","85","Standard query 0x7882 A stereonomono.blogspot.com"
"47055","131.055900","132.72.140.46","132.72.81.121","DNS","287","Standard query response 0x7882 A stereonomono.blogspot.com CNAME blogspot.l.googleusercontent.com A 172.217.168.193 NS ns1.google.com NS ns3.google.com NS ns4.google.com NS ns2.google.com A 216.239.32.10 A 216.239.34.10 A 216.239.36.10 A 216.239.38.10"
"47165","131.747807","132.72.81.121","132.72.140.46","DNS","75","Standard query 0x22d9 A scambusters.org"
"47172","131.824005","132.72.140.46","132.72.81.121","DNS","246","Standard query response 0x22d9 A scambusters.org A 52.208.197.252 NS guppy.ezoicns.com NS camel.ezoicns.com NS quoll.ezoicns.com NS eagle.ezoicns.com A 205.251.195.140 A 205.251.198.76 A 205.251.193.108 A 205.251.197.155"
"47361","132.063803","132.72.81.121","132.72.140.46","DNS","83","Standard query 0x818a A columbus.craigslist.org"
"47370","132.163569","132.72.81.121","132.72.140.45","DNS","83","Standard query 0x818a A columbus.craigslist.org"
"47377","132.215426","132.72.140.46","132.72.81.121","DNS","194","Standard query response 0x818a A columbus.craigslist.org CNAME cities.g.craigslist.org A 208.82.237.18 NS gslb4.craigslist.org NS gslb3.craigslist.org A 208.82.238.210 A 208.82.237.210"
"47387","132.315034","132.72.140.45","132.72.81.121","DNS","194","Standard query response 0x818a A columbus.craigslist.org CNAME cities.g.craigslist.org A 208.82.237.2 NS gslb3.craigslist.org NS gslb4.craigslist.org A 208.82.238.210 A 208.82.237.210"
"48587","136.414205","132.72.81.121","132.72.140.46","DNS","79","Standard query 0xe48b A courierlocations.uk"
"48589","136.481337","132.72.140.46","132.72.81.121","DNS","170","Standard query response 0xe48b A courierlocations.uk A 51.38.91.236 NS ernest.ns.cloudflare.com NS sharon.ns.cloudflare.com A 173.245.59.164"
"48655","137.186427","132.72.81.121","132.72.140.46","DNS","78","Standard query 0x689b A www.traveline.info"
"48657","137.263324","132.72.140.46","132.72.81.121","DNS","427","Standard query response 0x689b A www.traveline.info CNAME prd-traveline-lb.mxdata.co.uk CNAME tvlprd-ssl-130699139.eu-west-1.elb.amazonaws.com A 52.17.131.83 A 54.171.211.177 A 52.48.190.130 NS ns-341.awsdns-42.com NS ns-739.awsdns-28.net NS ns-2023.awsdns-60.co.uk NS ns-1053.awsdns-03.org A 205.251.193.85 A 205.251.194.227 A 205.251.196.29 A 205.251.199.231"
"48724","137.938911","132.72.81.121","132.72.140.46","DNS","72","Standard query 0x164d A advrider.com"
"48729","138.014307","132.72.140.46","132.72.81.121","DNS","289","Standard query response 0x164d A advrider.com A 18.205.169.1 NS ns-466.awsdns-58.com NS ns-755.awsdns-30.net NS ns-1505.awsdns-60.org NS ns-1663.awsdns-15.co.uk A 205.251.193.210 A 205.251.194.243 A 205.251.197.225 A 205.251.198.127"
"48816","138.521609","132.72.81.121","132.72.140.46","DNS","76","Standard query 0x672b A www.timemaps.com"
"48825","138.607931","132.72.140.46","132.72.81.121","DNS","212","Standard query response 0x672b A www.timemaps.com A 52.212.143.217 NS horse.ezoicns.com NS moose.ezoicns.com NS coral.ezoicns.com NS human.ezoicns.com A 205.251.192.219 A 205.251.194.155"
"48967","139.428974","132.72.81.121","132.72.140.46","DNS","73","Standard query 0x532d A retipster.com"
"48990","139.505012","132.72.140.46","132.72.81.121","DNS","213","Standard query response 0x532d A retipster.com A 52.18.225.93 NS weasel.ezoicns.com NS beagle.ezoicns.com NS dugong.ezoicns.com NS insect.ezoicns.com A 205.251.192.77 A 205.251.195.240"
"49226","140.805327","132.72.81.121","132.72.140.46","DNS","84","Standard query 0xe724 A www.whatsonnortheast.com"
"49242","140.898830","132.72.81.121","132.72.140.45","DNS","84","Standard query 0xe724 A www.whatsonnortheast.com"
"49289","141.019175","132.72.140.46","132.72.81.121","DNS","197","Standard query response 0xe724 A www.whatsonnortheast.com CNAME whatsonnortheast.com A 176.58.115.202 NS pns31.cloudns.net NS pns32.cloudns.net A 185.136.96.66 A 185.136.97.66"
"49319","141.123609","132.72.140.45","132.72.81.121","DNS","253","Standard query response 0xe724 A www.whatsonnortheast.com CNAME whatsonnortheast.com A 176.58.115.202 NS pns32.cloudns.net NS pns31.cloudns.net A 185.136.96.66 AAAA 2a06:fb00:1::1:66 A 185.136.97.66 AAAA 2a06:fb00:1::2:66"
"49897","143.797096","132.72.81.121","132.72.140.46","DNS","73","Standard query 0x924b A blogs.msn.com"
"49921","143.870540","132.72.140.46","132.72.81.121","DNS","419","Standard query response 0x924b A blogs.msn.com CNAME msnblogs.azurewebsites.net CNAME waws-prod-dm1-073.vip.azurewebsites.windows.net CNAME waws-prod-dm1-073.cloudapp.net A 52.173.245.249 NS ns1prod.18.azuredns-prd.info NS ns2prod.18.azuredns-prd.info NS ns1prod.18.azuredns-prd.org NS ns2prod.18.azuredns-prd.org A 40.90.4.201 A 13.107.24.201 A 64.4.48.201 A 13.107.160.201"
"50731","147.748152","132.72.81.121","132.72.140.46","DNS","78","Standard query 0x2021 A smallbiztrends.com"
"50741","147.823694","132.72.140.46","132.72.81.121","DNS","194","Standard query response 0x2021 A smallbiztrends.com A 34.250.200.167 NS deer.ezoicns.com NS goat.ezoicns.com NS swan.ezoicns.com NS moth.ezoicns.com A 205.251.192.182"
"50754","147.880149","132.72.81.121","132.72.140.46","DNS","75","Standard query 0x552a A www.edubuzz.org"
"50756","147.890838","132.72.81.121","132.72.140.46","DNS","77","Standard query 0xe141 A teknikensvarld.se"
"50767","147.951775","132.72.140.46","132.72.81.121","DNS","320","Standard query response 0xe141 A teknikensvarld.se A 104.73.53.31 NS a7-67.akam.net NS a1-251.akam.net NS a9-64.akam.net NS a26-65.akam.net NS a20-64.akam.net NS a4-66.akam.net A 72.246.46.66 A 23.61.199.67 A 184.85.248.64 A 193.108.91.251 A 95.100.175.64 A 23.74.25.65"
"50771","147.973187","132.72.81.121","132.72.140.45","DNS","75","Standard query 0x552a A www.edubuzz.org"
"50777","148.021734","132.72.140.46","132.72.81.121","DNS","400","Standard query response 0x552a A www.edubuzz.org CNAME edubuzz.prod.dxw.net CNAME edubuzz-elb-1333787447.eu-west-1.elb.amazonaws.com A 18.200.207.132 A 52.212.191.227 NS ns-1053.awsdns-03.org NS ns-739.awsdns-28.net NS ns-2023.awsdns-60.co.uk NS ns-341.awsdns-42.com A 205.251.193.85 A 205.251.194.227 A 205.251.196.29 A 205.251.199.231"
"50801","148.132980","132.72.140.45","132.72.81.121","DNS","400","Standard query response 0x552a A www.edubuzz.org CNAME edubuzz.prod.dxw.net CNAME edubuzz-elb-1333787447.eu-west-1.elb.amazonaws.com A 18.200.207.132 A 52.212.191.227 NS ns-1053.awsdns-03.org NS ns-2023.awsdns-60.co.uk NS ns-739.awsdns-28.net NS ns-341.awsdns-42.com A 205.251.193.85 A 205.251.194.227 A 205.251.196.29 A 205.251.199.231"
"50917","148.627010","132.72.81.121","132.72.140.46","DNS","96","Standard query 0xfa07 A doc-08-ac-docs.googleusercontent.com"
"50918","148.627522","132.72.140.46","132.72.81.121","DNS","284","Standard query response 0xfa07 A doc-08-ac-docs.googleusercontent.com CNAME googlehosted.l.googleusercontent.com A 172.217.17.129 NS ns2.google.com NS ns1.google.com NS ns3.google.com NS ns4.google.com A 216.239.32.10 A 216.239.34.10 A 216.239.36.10 A 216.239.38.10"
"168378","152.753308","132.72.81.121","132.72.140.46","DNS","83","Standard query 0xa8a4 A www.scripturaengage.com"
"171176","152.844852","132.72.140.46","132.72.81.121","DNS","300","Standard query response 0xa8a4 A www.scripturaengage.com A 208.113.136.75 NS ns-301.awsdns-37.com NS ns-1098.awsdns-09.org NS ns-1906.awsdns-46.co.uk NS ns-552.awsdns-05.net A 205.251.193.45 A 205.251.194.40 A 205.251.196.74 A 205.251.199.114"
"204164","153.785205","132.72.81.121","132.72.140.46","DNS","77","Standard query 0x5e6b A tripmaxtravel.com"
"207488","153.878203","132.72.81.121","132.72.140.45","DNS","77","Standard query 0x5e6b A tripmaxtravel.com"
"211785","154.121081","132.72.140.45","132.72.81.121","DNS","165","Standard query response 0x5e6b A tripmaxtravel.com A 107.181.169.48 NS ns2.09ns.com NS ns.09ns.com A 107.181.169.48 A 107.181.169.124"
"212212","154.161273","132.72.81.121","132.72.140.46","DNS","71","Standard query 0x763f A www.eno.org"
"212244","154.164918","132.72.81.121","132.72.140.46","DNS","75","Standard query 0x035e A chatter-bug.com"
"212861","154.226436","132.72.140.46","132.72.81.121","DNS","176","Standard query response 0x035e A chatter-bug.com A 103.26.140.27 NS arnold.ns.cloudflare.com NS may.ns.cloudflare.com A 173.245.58.135 A 173.245.59.69"
"213580","154.255228","132.72.81.121","132.72.140.45","DNS","71","Standard query 0x763f A www.eno.org"
"214983","154.301154","132.72.140.46","132.72.81.121","DNS","391","Standard query response 0x763f A www.eno.org CNAME www.eno.org.herokudns.com A 52.48.90.17 A 52.30.46.210 A 52.17.188.166 A 52.18.156.77 A 34.241.63.37 A 34.242.112.190 A 52.49.54.19 A 34.247.231.125 NS dns4.p05.nsone.net NS dns2.p05.nsone.net NS dns3.p05.nsone.net NS dns1.p05.nsone.net A 198.51.44.5 A 198.51.45.5 A 198.51.44.69 A 198.51.45.69"
"218059","154.392218","132.72.140.45","132.72.81.121","DNS","391","Standard query response 0x763f A www.eno.org CNAME www.eno.org.herokudns.com A 34.249.48.47 A 52.213.230.141 A 34.252.13.12 A 63.35.242.85 A 34.253.121.58 A 52.17.188.166 A 52.212.40.108 A 52.18.156.77 NS dns1.p05.nsone.net NS dns3.p05.nsone.net NS dns2.p05.nsone.net NS dns4.p05.nsone.net A 198.51.44.5 A 198.51.45.5 A 198.51.44.69 A 198.51.45.69"
"279436","156.376096","132.72.81.121","132.72.140.46","DNS","81","Standard query 0xe684 A www.kpihealthcare.com"
"281849","156.451274","132.72.140.46","132.72.81.121","DNS","314","Standard query response 0xe684 A www.kpihealthcare.com A 54.193.18.2 A 13.57.88.49 NS ns-608.awsdns-12.net NS ns-1246.awsdns-27.org NS ns-245.awsdns-30.com NS ns-2022.awsdns-60.co.uk A 205.251.192.245 A 205.251.194.96 A 205.251.196.222 A 205.251.199.230"
"287700","156.624243","132.72.81.121","132.72.140.46","DNS","79","Standard query 0x8f1c A www.rugdoctor.co.uk"
"290366","156.700018","132.72.140.46","132.72.81.121","DNS","241","Standard query response 0x8f1c A www.rugdoctor.co.uk A 5.134.10.159 NS ns2.mi-dns.net NS ns4.mi-dns.net NS ns3.mi-dns.net NS ns1.mi-dns.net A 208.94.148.4 A 208.80.124.4 A 208.80.126.4 A 208.80.125.4"
"295704","156.852114","132.72.81.121","132.72.140.46","DNS","77","Standard query 0xff94 A www.invast.com.au"
"299087","156.946043","132.72.81.121","132.72.140.45","DNS","77","Standard query 0xff94 A www.invast.com.au"
"300527","156.988234","132.72.140.46","132.72.81.121","DNS","297","Standard query response 0xff94 A www.invast.com.au A 13.210.233.1 NS ns-1653.awsdns-14.co.uk NS ns-1175.awsdns-18.org NS ns-993.awsdns-60.net NS ns-270.awsdns-33.com A 205.251.193.14 A 205.251.195.225 A 205.251.196.151 A 205.251.198.117"
"303775","157.081834","132.72.140.45","132.72.81.121","DNS","297","Standard query response 0xff94 A www.invast.com.au A 13.210.233.1 NS ns-993.awsdns-60.net NS ns-1653.awsdns-14.co.uk NS ns-270.awsdns-33.com NS ns-1175.awsdns-18.org A 205.251.193.14 A 205.251.195.225 A 205.251.196.151 A 205.251.198.117"
"312132","157.326440","132.72.81.121","132.72.140.46","DNS","73","Standard query 0x8507 A www.unhcr.org"
"315528","157.419683","132.72.81.121","132.72.140.45","DNS","73","Standard query 0x8507 A www.unhcr.org"
"316920","157.463625","132.72.140.46","132.72.81.121","DNS","241","Standard query response 0x8507 A www.unhcr.org CNAME www.unhcr.org.cdn.cloudflare.net A 104.20.141.112 A 104.20.142.112 NS ns4.cloudflare.net NS ns1.cloudflare.net NS ns2.cloudflare.net NS ns3.cloudflare.net NS ns5.cloudflare.net"
"320236","157.557315","132.72.140.45","132.72.81.121","DNS","461","Standard query response 0x8507 A www.unhcr.org CNAME www.unhcr.org.cdn.cloudflare.net A 104.20.142.112 A 104.20.141.112 NS ns1.cloudflare.net NS ns5.cloudflare.net NS ns4.cloudflare.net NS ns3.cloudflare.net NS ns2.cloudflare.net A 173.245.59.31 AAAA 2400:cb00:2049:1::adf5:3b1f A 198.41.222.131 AAAA 2400:cb00:2049:1::c629:de83 A 198.41.222.31 AAAA 2400:cb00:2049:1::c629:de1f A 198.41.223.131 AAAA 2400:cb00:2049:1::c629:df83 A 198.41.223.31 AAAA 2400:cb00:2049:1::c629:df1f"
"342802","158.231714","132.72.81.121","132.72.140.46","DNS","80","Standard query 0xd103 A www.linianclip.co.uk"
"343996","158.294360","132.72.140.46","132.72.81.121","DNS","198","Standard query response 0xd103 A www.linianclip.co.uk A 104.27.146.131 A 104.27.147.131 NS coco.ns.cloudflare.com NS lex.ns.cloudflare.com A 173.245.59.196 A 173.245.58.104"
"351583","158.519201","132.72.81.121","132.72.140.46","DNS","84","Standard query 0x2652 A www.oneinvestment.com.au"
"353799","158.582257","132.72.140.46","132.72.81.121","DNS","187","Standard query response 0x2652 A www.oneinvestment.com.au A 104.18.47.239 A 104.18.46.239 NS adam.ns.cloudflare.com NS isla.ns.cloudflare.com A 173.245.58.119"
"353987","158.588478","132.72.81.121","132.72.140.46","DNS","85","Standard query 0x5324 A horvath.genetics.ucla.edu"
"357341","158.682347","132.72.81.121","132.72.140.45","DNS","85","Standard query 0x5324 A horvath.genetics.ucla.edu"
"368053","158.986417","132.72.140.46","132.72.81.121","DNS","421","Standard query response 0x5324 A horvath.genetics.ucla.edu CNAME wtim8f5.x.incapdns.net A 45.60.47.150 NS ns4.incapdns.net NS ns2.incapdns.net NS ns6.incapdns.net NS ns1.incapdns.net NS ns3.incapdns.net NS ns5.incapdns.net A 198.143.61.6 A 198.143.61.7 A 198.143.61.8 A 198.143.61.9 A 198.143.61.10 A 198.143.61.0 A 198.143.61.1 A 198.143.61.2 A 198.143.61.3 A 198.143.61.4 A 198.143.61.5"
"371194","159.077869","132.72.140.45","132.72.81.121","DNS","533","Standard query response 0x5324 A horvath.genetics.ucla.edu CNAME wtim8f5.x.incapdns.net A 45.60.47.150 NS ns3.incapdns.net NS ns1.incapdns.net NS ns5.incapdns.net NS ns2.incapdns.net NS ns6.incapdns.net NS ns4.incapdns.net A 198.143.61.7 A 198.143.61.9 A 198.143.61.11 A 198.143.61.200 A 198.143.61.2 A 198.143.61.3 A 198.143.61.5 A 198.143.62.10 A 198.143.62.0 A 198.143.62.1 A 198.143.62.2 A 198.143.62.3 A 198.143.62.4 A 198.143.62.5 A 198.143.62.6 A 198.143.62.7 A 198.143.62.8 A 198.143.62.9"
"387459","159.891601","132.72.81.121","132.72.140.46","DNS","91","Standard query 0x3e8f A www.howatavraamsolicitors.co.uk"
"387463","159.952908","132.72.140.46","132.72.81.121","DNS","212","Standard query response 0x3e8f A www.howatavraamsolicitors.co.uk A 104.27.169.8 A 104.27.168.8 NS lex.ns.cloudflare.com NS kristin.ns.cloudflare.com A 173.245.59.196 A 173.245.58.181"
"391546","160.071855","132.72.81.121","132.72.140.46","DNS","84","Standard query 0x02d4 A everythingaboutboats.org"
"394391","160.149194","132.72.140.46","132.72.81.121","DNS","158","Standard query response 0x02d4 A everythingaboutboats.org A 198.54.120.157 NS dns1.namecheaphosting.com NS dns2.namecheaphosting.com"
"424191","162.152736","132.72.81.121","132.72.140.46","DNS","86","Standard query 0xd8fc A www.homeloanexperts.com.au"
"424218","162.244015","132.72.81.121","132.72.140.45","DNS","86","Standard query 0xd8fc A www.homeloanexperts.com.au"
"424239","162.291864","132.72.140.46","132.72.81.121","DNS","322","Standard query response 0xd8fc A www.homeloanexperts.com.au A 13.238.49.211 A 3.106.109.197 NS ns-315.awsdns-39.com NS ns-2006.awsdns-58.co.uk NS ns-1497.awsdns-59.org NS ns-747.awsdns-29.net A 205.251.193.59 A 205.251.194.235 A 205.251.197.217 A 205.251.199.214"
"424259","162.390494","132.72.140.45","132.72.81.121","DNS","322","Standard query response 0xd8fc A www.homeloanexperts.com.au A 3.106.109.197 A 13.238.49.211 NS ns-747.awsdns-29.net NS ns-315.awsdns-39.com NS ns-1497.awsdns-59.org NS ns-2006.awsdns-58.co.uk A 205.251.193.59 A 205.251.194.235 A 205.251.197.217 A 205.251.199.214"
"424577","164.743604","132.72.81.121","132.72.140.46","DNS","77","Standard query 0xfb7b A blogs.cornell.edu"
"424584","164.819065","132.72.140.46","132.72.81.121","DNS","516","Standard query response 0xfb7b A blogs.cornell.edu CNAME c1140.campuspress.com CNAME cloudflare-resolve-to.c1140.campuspress.com CNAME us-east-1.lb.campuspress.com CNAME virginia-db5.us-east-1.lb.campuspress.com CNAME produ-loadb-14qlqnvqs58to-caf651f80372dfb2.elb.us-east-1.amazonaws.com A 35.172.73.102 A 34.227.238.166 NS ns-281.awsdns-35.com NS ns-844.awsdns-41.net NS ns-1286.awsdns-32.org NS ns-1826.awsdns-36.co.uk A 205.251.193.25 A 205.251.195.76 A 205.251.197.6 A 205.251.199.34"
"424736","165.834956","132.72.81.121","132.72.140.46","DNS","76","Standard query 0x30ab A www.cavpower.com"
"424740","165.877929","132.72.81.121","132.72.140.46","DNS","81","Standard query 0xead3 A www.vasculitis.org.uk"
"424741","165.916987","132.72.81.121","132.72.140.45","DNS","76","Standard query 0x30ab A www.cavpower.com"
"424742","165.945846","132.72.140.46","132.72.81.121","DNS","201","Standard query response 0xead3 A www.vasculitis.org.uk A 104.18.46.1 A 104.18.47.1 NS mira.ns.cloudflare.com NS aiden.ns.cloudflare.com A 173.245.58.204 A 173.245.59.55"
"424822","166.565351","132.72.140.46","132.72.81.121","DNS","171","Standard query response 0x30ab A www.cavpower.com A 13.211.245.105 NS ns1.telstra.net NS ns0.telstra.net A 203.50.248.5 A 203.50.248.6"
"424825","166.645879","132.72.140.45","132.72.81.121","DNS","171","Standard query response 0x30ab A www.cavpower.com A 13.211.245.105 NS ns0.telstra.net NS ns1.telstra.net A 203.50.248.5 A 203.50.248.6"
"424839","166.820619","132.72.81.121","132.72.140.46","DNS","83","Standard query 0xc14a A craftingagreenworld.com"
"424848","166.895031","132.72.140.46","132.72.81.121","DNS","187","Standard query response 0xc14a A craftingagreenworld.com A 52.209.246.67 NS dhole.ezoicns.com NS robin.ezoicns.com NS mouse.ezoicns.com NS tiger.ezoicns.com"
"425679","170.822823","132.72.81.121","132.72.140.46","DNS","71","Standard query 0x1435 A immense.net"
"425681","170.846242","132.72.81.121","132.72.140.46","DNS","77","Standard query 0x4232 A www.nbcboston.com"
"425685","170.898441","132.72.140.46","132.72.81.121","DNS","207","Standard query response 0x1435 A immense.net A 104.254.53.51 NS ns0.immense.net NS ns1.immense.net AAAA 2600:180b:2001::1 AAAA 2600:180c:3001::1 AAAA 2600:180a:1001::1"
"425687","170.911442","132.72.140.46","132.72.81.121","DNS","313","Standard query response 0x4232 A www.nbcboston.com CNAME www.nbcboston.com.edgekey.net CNAME e1452.x.akamaiedge.net A 84.53.158.212 NS n6x.akamaiedge.net NS n2x.akamaiedge.net NS n4x.akamaiedge.net NS n5x.akamaiedge.net NS n3x.akamaiedge.net NS n7x.akamaiedge.net NS n1x.akamaiedge.net NS n0x.akamaiedge.net"
"425783","171.785821","132.72.81.121","132.72.140.46","DNS","74","Standard query 0xd778 A www.wbbjtv.com"
"425787","171.865108","132.72.140.46","132.72.81.121","DNS","379","Standard query response 0xd778 A www.wbbjtv.com CNAME d2g2nlwch34oaz.cloudfront.net A 52.85.142.69 A 52.85.142.33 A 52.85.142.112 A 52.85.142.119 NS ns-374.awsdns-46.com NS ns-724.awsdns-26.net NS ns-1975.awsdns-54.co.uk NS ns-1462.awsdns-54.org A 205.251.193.118 A 205.251.194.212 A 205.251.197.182 A 205.251.199.183"
"425833","172.182309","132.72.81.121","132.72.140.46","DNS","84","Standard query 0x625f A www.technologyfactory.eu"
"425855","172.261729","132.72.81.121","132.72.140.45","DNS","84","Standard query 0x625f A www.technologyfactory.eu"
"425873","172.334749","132.72.140.46","132.72.81.121","DNS","155","Standard query response 0x625f A www.technologyfactory.eu A 79.174.131.106 NS ns4.european-server.com NS ns3.european-server.com"
"425889","172.414841","132.72.140.45","132.72.81.121","DNS","187","Standard query response 0x625f A www.technologyfactory.eu A 79.174.131.106 NS ns3.european-server.com NS ns4.european-server.com A 217.21.190.81 A 86.39.202.67"
"425974","172.816627","132.72.81.121","132.72.140.46","DNS","78","Standard query 0xb444 A www.geekzone.co.nz"
"425989","172.902587","132.72.81.121","132.72.140.45","DNS","78","Standard query 0xb444 A www.geekzone.co.nz"
"426019","172.977546","132.72.140.46","132.72.81.121","DNS","180","Standard query response 0xb444 A www.geekzone.co.nz A 104.26.8.251 A 104.26.9.251 NS ray.ns.cloudflare.com NS jean.ns.cloudflare.com A 173.245.59.138"
"426040","173.063663","132.72.140.45","132.72.81.121","DNS","252","Standard query response 0xb444 A www.geekzone.co.nz A 104.26.8.251 A 104.26.9.251 NS jean.ns.cloudflare.com NS ray.ns.cloudflare.com A 173.245.59.138 AAAA 2606:4700:58::adf5:3b8a A 173.245.58.121 AAAA 2606:4700:50::adf5:3a79"
"426209","173.756109","132.72.81.121","132.72.140.46","DNS","78","Standard query 0x47f8 A www.nbcchicago.com"
"426220","173.817514","132.72.140.46","132.72.81.121","DNS","315","Standard query response 0x47f8 A www.nbcchicago.com CNAME www.nbcchicago.com.edgekey.net CNAME e1452.x.akamaiedge.net A 84.53.158.212 NS n4x.akamaiedge.net NS n5x.akamaiedge.net NS n7x.akamaiedge.net NS n3x.akamaiedge.net NS n6x.akamaiedge.net NS n2x.akamaiedge.net NS n0x.akamaiedge.net NS n1x.akamaiedge.net"
"426278","174.118185","132.72.81.121","132.72.140.46","DNS","76","Standard query 0x2b96 A media.telekom.ro"
"426304","174.199568","132.72.81.121","132.72.140.45","DNS","76","Standard query 0x2b96 A media.telekom.ro"
"426310","174.229367","132.72.140.46","132.72.81.121","DNS","162","Standard query response 0x2b96 A media.telekom.ro A 109.99.190.70 A 86.35.1.181 NS ns4.telekom.ro NS ns1.telekom.ro NS ns3.telekom.ro"
"426332","174.304893","132.72.140.45","132.72.81.121","DNS","210","Standard query response 0x2b96 A media.telekom.ro A 109.99.190.70 A 86.35.1.181 NS ns4.telekom.ro NS ns3.telekom.ro NS ns1.telekom.ro A 193.231.100.2 A 193.231.104.2 A 193.231.107.2"
"426404","174.675046","132.72.81.121","132.72.140.46","DNS","85","Standard query 0x46f6 A winchester.craigslist.org"
"426417","174.753411","132.72.81.121","132.72.140.46","DNS","79","Standard query 0xda16 A www.skinnymoose.com"
"426418","174.762353","132.72.81.121","132.72.140.45","DNS","85","Standard query 0x46f6 A winchester.craigslist.org"
"426426","174.826142","132.72.140.46","132.72.81.121","DNS","196","Standard query response 0x46f6 A winchester.craigslist.org CNAME cities.g.craigslist.org A 208.82.237.18 NS gslb4.craigslist.org NS gslb3.craigslist.org A 208.82.238.210 A 208.82.237.210"
"426428","174.827555","132.72.140.46","132.72.81.121","DNS","318","Standard query response 0xda16 A www.skinnymoose.com CNAME web-edge-ssl-6.vscope.cloud A 35.227.208.64 NS ns-cloud-d4.googledomains.com NS ns-cloud-d1.googledomains.com NS ns-cloud-d3.googledomains.com NS ns-cloud-d2.googledomains.com A 216.239.32.109 A 216.239.34.109 A 216.239.36.109 A 216.239.38.109"
"426452","174.919111","132.72.140.45","132.72.81.121","DNS","196","Standard query response 0x46f6 A winchester.craigslist.org CNAME cities.g.craigslist.org A 208.82.237.2 NS gslb4.craigslist.org NS gslb3.craigslist.org A 208.82.238.210 A 208.82.237.210"
"426524","175.445097","132.72.81.121","132.72.140.46","DNS","90","Standard query 0x8cef A quortarlockjackafu.wixsite.com"
"426534","175.527542","132.72.81.121","132.72.140.45","DNS","90","Standard query 0x8cef A quortarlockjackafu.wixsite.com"
"426542","175.614922","132.72.140.46","132.72.81.121","DNS","283","Standard query response 0x8cef A quortarlockjackafu.wixsite.com CNAME username.wix.com A 185.230.62.169 NS ns3.p14.dynect.net NS ns4.p14.dynect.net NS ns1.p14.dynect.net NS ns2.p14.dynect.net A 208.78.70.14 A 204.13.250.14 A 208.78.71.14 A 204.13.251.14"
